gene_id	DTB-128_Baseline
ABI3	32.39431286
ABL1	3394.519379
ABL2	528.6840082
ABLIM1	2132.522506
ABLIM2	7.452379274
ABLIM3	61.31517296
ABO	3.105751001
ABP1	0.4527833972
ABRA	9.762909889
ABR	565.4619643
ABT1	750.3671849
ABTB1	32.36785587
ABTB2	146.1149993
ACAA1	617.8213568
ACAA2	222.2842647
ACACA	9172.462785
ACACB	62.28410326
ACAD10	102.0498172
ACAD11	62.30351913
ACAD8	239.9868095
ACAD9	496.2360637
ACADL	1926.902692
ACADM	368.0129645
ACADSB	478.095172
ACADS	31.28931862
ACADVL	1828.741201
ACAN	0
ACAP1	13.76014601
ACAP2	699.7310554
ACAP3	64.0239638
ACAT1	517.277046
ACAT2	569.2413165
ACBD3	3812.901973
ACBD4	50.79054249
ACBD5	736.5473987
ACBD6	619.5347948
ACBD7	26.97172695
ACCN1	0
ACCN2	107.5669585
ACCN3	86.79736135
ACCN4	0
ACCN5	0
ACCSL	0
ACCS	40.05006037
ACD	222.4757274
ACE2	8.459173171
ACER1	2.075703545
ACER2	477.6937157
ACER3	1355.387775
ACE	15.46339823
ACHE	0
ACIN1	24.7295063
ACLY	400.284353
ACMSD	0
ACN9	453.0809288
ACO1	1238.291591
ACO2	815.5836978
ACOT11	70.0245588
ACOT12	0
ACOT13	2181.200379
ACOT1	88.01983793
ACOT2	369.3982279
ACOT4	49.01460372
ACOT6	0
ACOT7	647.751265
ACOT8	253.0872735
ACOT9	131.9067688
ACOX1	6630.524376
ACOX2	0
ACOX3	211.2530666
ACOXL	39.58038273
ACP1	1850.164911
ACP2	171.5045371
ACP5	768.3929206
ACP6	702.108246
ACPL2	381.4838452
ACPP	42997.53352
ACPT	1.106585673
ACRBP	14.62866177
ACRC	115.7453515
ACRV1	0.6550567709
ACR	4.182460264
ACSBG1	6.13500874
ACSBG2	6.925742569
ACSF2	57.65922649
ACSF3	41.35141034
ACSL1	10666.92297
ACSL3	1519.374171
ACSL4	51.35425077
ACSL5	589.134905
ACSL6	1.331839468
ACSM1	15.05834888
ACSM2A	0
ACSM2B	0
ACSM3	200.9052934
ACSM4	0
ACSM5	2.959668889
ACSS1	181.697028
ACSS2	205.4213476
ACSS3	9.695876639
ACTA1	4.860060603
ACTA2	342.7456869
ACTBL2	0
ACTB	12346.25356
ACTC1	0
ACTG1	22289.766
ACTG2	58.17531869
ACTL6A	1695.493657
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	18.30118903
ACTL9	0
ACTN1	95.40669524
ACTN2	2.203568416
ACTN3	0
ACTN4	2486.688595
ACTR10	197.000621
ACTR1A	1155.406538
ACTR1B	1997.092313
ACTR2	1842.6726
ACTR3B	43.15413073
ACTR3C	54.23552386
ACTR3	1110.088368
ACTR5	72.01228123
ACTR6	85.68911875
ACTR8	1059.654619
ACTRT1	0
ACTRT2	0
ACVR1B	1064.155108
ACVR1C	25.14586891
ACVR1	170.7116411
ACVR2A	2138.505552
ACVR2B	464.4458216
ACVRL1	18.49838102
ACY1	560.7368692
ACY3	0
ACYP1	192.8510803
ACYP2	356.2806135
ADAD1	0
ADAD2	1.948786662
ADAL	589.6795426
ADAM10	2092.696018
ADAM11	4.543507471
ADAM12	38.08531529
ADAM15	1670.567829
ADAM17	832.6217147
ADAM18	0
ADAM19	115.4715801
ADAM20	10.83011791
ADAM21P1	2.800375009
ADAM21	2.439785737
ADAM22	6.457398166
ADAM23	0
ADAM28	60.63993644
ADAM29	0
ADAM2	82.95174233
ADAM30	0
ADAM32	2.431187563
ADAM33	2.329321615
ADAM3A	0
ADAM5P	0
ADAM6	202.3070106
ADAM7	67.81688874
ADAM8	70.7737526
ADAM9	386.4102313
ADAMDEC1	8.295391556
ADAMTS10	10.2031775
ADAMTS12	28.74257072
ADAMTS13	141.134476
ADAMTS14	0
ADAMTS15	0
ADAMTS16	0
ADAMTS17	0
ADAMTS18	1.224732707
ADAMTS19	0
ADAMTS1	1156.603142
ADAMTS20	0
ADAMTS2	6.004944371
ADAMTS3	15.08157724
ADAMTS4	23.79624129
ADAMTS5	14.10782752
ADAMTS6	22.68921477
ADAMTS7	17.91936965
ADAMTS8	0.02338059226
ADAMTS9	164.7654733
ADAMTSL1	18.69444704
ADAMTSL2	24.31746372
ADAMTSL3	70.53286682
ADAMTSL4	0
ADAMTSL5	4.705765279
ADAP1	0
ADAP2	180.7427538
ADARB1	232.0070293
ADARB2	0
ADAR	4574.483861
ADAT1	172.6533827
ADAT2	246.510477
ADAT3	7.384476711
ADA	0.674270653
ADCK1	130.3721391
ADCK2	297.0588878
ADCK4	67.52818775
ADCK5	164.7904671
ADCY10	1.724093774
ADCY1	275.9934564
ADCY2	0
ADCY3	143.6548899
ADCY4	10.76979439
ADCY5	12.76901216
ADCY6	909.0204597
ADCY7	218.8751971
ADCY8	0
ADCY9	582.4835808
ADCYAP1R1	2.475965374
ADCYAP1	0
ADC	9.814179928
ADD1	1092.700186
ADD2	260.5392956
ADD3	54.82741535
ADH1A	0
ADH1B	2.610085294
ADH1C	0
ADH4	8.400608013
ADH5	2660.455701
ADH6	9.660968992
ADH7	0
ADHFE1	461.5083341
ADI1	1392.209308
ADIG	0
ADIPOQ	0
ADIPOR1	8304.367812
ADIPOR2	338.8582233
ADK	630.1714842
ADM2	153.9077873
ADM	31.67408022
ADNP2	207.3450424
ADNP	10284.29859
ADORA1	0
ADORA2A	2.542663717
ADORA2B	147.8659051
ADORA3	42.98488648
ADO	486.7538348
ADPGK	1132.349874
ADPRHL1	43.13035211
ADPRHL2	67.17093043
ADPRH	36.13375179
ADRA1A	0
ADRA1B	2.654878125
ADRA1D	0
ADRA2A	2457.590752
ADRA2B	0
ADRA2C	2.481064467
ADRB1	27.10071354
ADRB2	3111.744868
ADRB3	0
ADRBK1	304.4102354
ADRBK2	849.2781974
ADRM1	69.58228032
ADSL	317.113275
ADSSL1	68.81948342
ADSS	1113.384388
AEBP1	66.92509365
AEBP2	472.7963895
AEN	322.2165212
AES	1466.399634
AFAP1L1	20.44101439
AFAP1L2	125.3617749
AFAP1	173.3929225
AFARP1	6.03734503
AFF1	2812.749231
AFF2	6.743240142
AFF3	1120.215045
AFF4	8490.739707
AFG3L1	68.02242313
AFG3L2	40.70087814
AFMID	760.4607768
AFM	0
AFP	0
AFTPH	3494.104601
AG2	32.19643636
AGAP11	61.12230893
AGAP1	1566.857821
AGAP2	91.77996782
AGAP3	273.7742256
AGAP4	140.0865095
AGAP5	252.7560679
AGAP6	51.02816962
AGAP7	199.3493899
AGAP8	51.6744222
AGA	242.1622819
AGBL1	0
AGBL2	5.518333197
AGBL3	59.43198759
AGBL4	3.864178463
AGBL5	250.4584687
AGER	23.27990742
AGFG1	1855.126421
AGFG2	670.5521821
AGGF1	1293.235841
AGK	935.7817381
AGL	840.4499228
AGMAT	121.0507669
AGPAT1	3208.366864
AGPAT2	219.7880711
AGPAT3	836.2408561
AGPAT4	81.90036959
AGPAT5	431.21937
AGPAT6	889.9388408
AGPAT9	1.698187011
AGPHD1	40.56912451
AGPS	26.00516033
AGR2	1470.806812
AGR3	16.91841227
AGRN	454.4878597
AGRP	0
AGTPBP1	334.0941929
AGTR1	16.53693153
AGTR2	0
AGTRAP	361.4128426
AGT	44.55649997
AGXT2L1	0
AGXT2L2	336.560981
AGXT2	0
AGXT	0
AHCTF1	1657.380027
AHCYL1	9134.926519
AHCYL2	656.7686068
AHCY	2229.954565
AHDC1	400.4802214
AHI1	228.2244118
AHNAK2	9.192881425
AHNAK	10079.59243
AHRR	2.671773245
AHR	285.6271522
AHSA1	2848.809091
AHSA2	2009.308768
AHSG	0
AHSP	0
AICDA	0
AIDA	1536.921077
AIF1L	462.3814567
AIF1	247.3346727
AIFM1	1676.480264
AIFM2	65.00166849
AIFM3	0.5134641301
AIG1	1804.760797
AIM1L	0
AIM1	3942.185933
AIM2	0
AIMP1	773.33254
AIMP2	860.461287
AIPL1	7.439270682
AIP	186.3828594
AIRE	0
AJAP1	0
AK1	76.04336095
AK2	3558.938975
AK3L1	9.192563075
AK3	445.8277212
AK5	59.97790165
AK7	4.163702063
AKAP10	48.58876978
AKAP11	248.2472511
AKAP12	41551.45337
AKAP13	1852.758162
AKAP14	0
AKAP1	2896.627587
AKAP2	4208.248624
AKAP3	43.56226486
AKAP4	0
AKAP5	44.60868819
AKAP6	146.6764093
AKAP7	101.5200963
AKAP8L	754.2637215
AKAP8	1933.540738
AKAP9	9151.005853
AKD1	799.6887578
AKIRIN1	442.6488346
AKIRIN2	751.8528196
AKNAD1	0
AKNA	278.1059389
AKR1A1	533.1064013
AKR1B10	0
AKR1B15	0
AKR1B1	3.28906679
AKR1C1	14.57290593
AKR1C2	0
AKR1C3	6.254040698
AKR1C4	0
AKR1CL1	0
AKR1D1	23.06444658
AKR1E2	11.40428857
AKR7A2	238.148544
AKR7A3	2.528156212
AKR7L	37.77709204
AKT1S1	447.5120666
AKT1	1037.007155
AKT2	378.8066273
AKT3	7435.472658
AKTIP	461.1776554
ALAD	945.1920324
ALAS1	289.421994
ALAS2	2.28444845
ALB	0
ALCAM	8220.094062
ALDH16A1	256.8314219
ALDH18A1	752.1998068
ALDH1A1	405.1508958
ALDH1A2	0
ALDH1A3	223.1872007
ALDH1B1	1196.767436
ALDH1L1	0
ALDH1L2	215.7809095
ALDH2	41.92717059
ALDH3A1	0
ALDH3A2	640.4451034
ALDH3B1	17.42113043
ALDH3B2	27.90949305
ALDH4A1	42.66538116
ALDH5A1	861.4095629
ALDH6A1	261.05458
ALDH7A1	162.4827192
ALDH8A1	0
ALDH9A1	4200.735684
ALDOA	6636.114786
ALDOB	0
ALDOC	18.83502079
ALG10B	762.8214527
ALG10	721.2221838
ALG11	45.54209399
ALG12	264.5460216
ALG13	1106.591129
ALG14	102.337846
ALG1L2	0
ALG1L	0
ALG1	191.6182804
ALG2	1880.542289
ALG3	1860.495735
ALG5	110.1258348
ALG6	141.3536294
ALG8	2478.979766
ALG9	921.5023977
ALKBH1	166.7161886
ALKBH2	89.45060811
ALKBH3	483.4660897
ALKBH4	6.208945873
ALKBH5	1304.939633
ALKBH6	182.2589309
ALKBH7	8.269548682
ALKBH8	15.51921031
ALK	0
ALLC	0
ALMS1P	39.07404099
ALMS1	4080.369287
ALOX12B	0
ALOX12P2	0
ALOX12	8.246768625
ALOX15B	3.547971437
ALOX15	14.64731345
ALOX5AP	1.562115158
ALOX5	1.095522278
ALOXE3	0
ALPI	0
ALPK1	71.03067715
ALPK2	0
ALPK3	68.86090661
ALPL	74.3136074
ALPPL2	0
ALPP	0
ALS2CL	8.571054577
ALS2CR11	0.8125124663
ALS2CR12	31.11225344
ALS2CR4	511.9755662
ALS2CR8	1378.01139
ALS2	1692.785305
ALX1	0
ALX3	26.29470152
ALX4	2.442405723
AMAC1L2	10.4599566
AMAC1L3	0
AMAC1	0
AMACR	202.2388739
AMBN	0
AMBP	6.438254237
AMBRA1	47.89575447
AMD1	2339.389922
AMDHD1	0
AMDHD2	64.97099395
AMELX	2.13840861
AMELY	7.569217578
AMFR	2170.634882
AMHR2	18.20640687
AMH	10.29436361
AMICA1	53.26717793
AMIGO1	693.7381063
AMIGO2	55.31947908
AMIGO3	172.1211788
AMMECR1L	1391.599211
AMMECR1	106.1978511
AMN1	288.1262839
AMN	0
AMOTL1	5497.80709
AMOTL2	95.85903495
AMOT	900.5603287
AMPD1	0.9305281382
AMPD2	548.9449767
AMPD3	751.7776579
AMPH	0
AMTN	18.04335807
AMT	156.6375256
AMY1A	0
AMY2A	0
AMY2B	158.7272818
AMZ1	67.64193923
AMZ2P1	477.2567116
AMZ2	1134.516635
ANAPC10	11.17153856
ANAPC11	6973.762134
ANAPC13	900.8148863
ANAPC16	6380.455534
ANAPC1	1040.86828
ANAPC2	89.3162229
ANAPC4	543.7603523
ANAPC5	1025.84522
ANAPC7	927.7156869
ANGEL1	158.5087735
ANGEL2	2994.957024
ANGPT1	2.039145213
ANGPT2	314.2163503
ANGPT4	0
ANGPTL1	59.54665409
ANGPTL2	461.9121865
ANGPTL3	8.516768275
ANGPTL4	65.58418371
ANGPTL5	7.239329707
ANGPTL6	33.0053768
ANGPTL7	36.60514342
ANG	2.059600865
ANK1	6.816689558
ANK2	69.15590877
ANK3	6545.918101
ANKAR	26.92632774
ANKDD1A	265.9293984
ANKFN1	0
ANKFY1	1379.731955
ANKHD1-EIF4EBP3	2445.52379
ANKHD1	2104.553622
ANKH	459.2745406
ANKIB1	3174.020885
ANKK1	4.168474366
ANKLE1	15.38723099
ANKLE2	377.4673742
ANKMY1	61.87446639
ANKMY2	311.0810287
ANKRA2	82.47884538
ANKRD10	665.2450145
ANKRD11	736.152734
ANKRD12	4382.737679
ANKRD13A	497.2929089
ANKRD13B	22.60554236
ANKRD13C	284.9678681
ANKRD13D	60.2028452
ANKRD16	62.75830247
ANKRD17	11234.74654
ANKRD19	63.72919154
ANKRD1	0
ANKRD20A3	59.14867799
ANKRD20A4	51.5179213
ANKRD20B	7.133682322
ANKRD22	0
ANKRD23	67.98863558
ANKRD24	41.67492423
ANKRD26P1	0
ANKRD26	704.2507813
ANKRD27	1550.370503
ANKRD28	744.4360966
ANKRD29	77.79049876
ANKRD2	0
ANKRD30A	2.343540908
ANKRD30B	0
ANKRD31	1.561765817
ANKRD32	141.5162075
ANKRD33	0
ANKRD34A	17.04216634
ANKRD34B	8289.02733
ANKRD34C	0
ANKRD35	0
ANKRD36BP1	580.4963973
ANKRD36B	1236.705282
ANKRD36	1503.414552
ANKRD37	34.07250021
ANKRD39	175.893855
ANKRD40	3094.106287
ANKRD42	466.8178158
ANKRD43	8.670793153
ANKRD44	70.9420632
ANKRD45	5.625904303
ANKRD46	1752.606293
ANKRD49	255.0693284
ANKRD50	450.2987883
ANKRD52	2519.388062
ANKRD53	5.640932974
ANKRD54	400.9563461
ANKRD55	0
ANKRD56	235.5176179
ANKRD57	1373.961469
ANKRD58	0
ANKRD5	52.47210485
ANKRD6	202.8462374
ANKRD7	0
ANKRD9	82.77067074
ANKS1A	1056.587054
ANKS1B	377.0684634
ANKS3	122.1187231
ANKS4B	2.448124387
ANKS6	79.48459659
ANKZF1	339.6778865
ANLN	781.1614464
ANO10	330.5156047
ANO1	112.2756591
ANO2	3.98152381
ANO3	0
ANO4	0.5777961071
ANO5	0
ANO6	416.6018182
ANO7	22.60113974
ANO8	65.56576899
ANO9	1.201149792
ANP32A	12172.74953
ANP32B	1987.619904
ANP32C	52.49715295
ANP32D	0.7107806695
ANP32E	2346.558351
ANPEP	3.046347874
ANTXR1	954.222372
ANTXR2	1669.158331
ANTXRL	0
ANUBL1	375.4077327
ANXA10	2.719953889
ANXA11	2365.521856
ANXA13	0
ANXA1	103.5444607
ANXA2P1	2.478758932
ANXA2P2	209.1816883
ANXA2P3	4.894663495
ANXA2	615.0810527
ANXA3	400.9990801
ANXA4	119.5723227
ANXA5	393.1047945
ANXA6	21.87200338
ANXA7	2038.984925
ANXA8L1	0
ANXA8L2	1.246392563
ANXA8	0
ANXA9	8.028288752
AOAH	69.38752384
AOC2	112.2591339
AOC3	411.1547879
AOX1	0.06666300912
AOX2P	0
AP1AR	1506.708357
AP1B1	1367.615915
AP1G1	6279.949076
AP1G2	342.0137377
AP1M1	182.8000551
AP1M2	546.9289298
AP1S1	93.54746618
AP1S2	125.1374836
AP1S3	6.746741785
AP2A1	400.2099552
AP2A2	1706.301454
AP2B1	1923.652552
AP2M1	2517.366395
AP2S1	131.0685831
AP3B1	979.7815766
AP3B2	0
AP3D1	1510.500728
AP3M1	10962.52951
AP3M2	185.7629951
AP3S1	82.89402578
AP3S2	3023.233146
AP4B1	892.9855097
AP4E1	823.8196839
AP4M1	80.35340949
AP4S1	31.70242452
APAF1	888.101206
APBA1	566.3844884
APBA2	16.89545932
APBA3	13.03268233
APBB1IP	24.95127633
APBB1	15.16719457
APBB2	1174.848105
APBB3	170.8753224
APC2	11.32823805
APCDD1L	6.597086207
APCDD1	624.2477377
APCS	0
APC	2195.000604
APEH	970.2749313
APEX1	1802.144773
APEX2	964.0446384
APH1A	648.7148535
APH1B	146.7219967
API5	4935.318406
APIP	61.2606456
APITD1	70.34218972
APLF	30.46547677
APLNR	778.1849161
APLN	271.3908943
APLP1	0
APLP2	39918.70228
APOA1BP	1397.618671
APOA1	2.382500217
APOA2	0
APOA4	2.060441275
APOA5	0
APOB48R	7.765083921
APOBEC1	0
APOBEC2	6.651629452
APOBEC3A	0
APOBEC3B	163.7905592
APOBEC3C	10.87675964
APOBEC3D	17.47154943
APOBEC3F	34.47591491
APOBEC3G	25.45809662
APOBEC3H	0
APOBEC4	0
APOB	0
APOC1P1	0
APOC1	25.47229915
APOC2	2.591216595
APOC3	0
APOC4	0
APOD	2197.737517
APOE	3.441407055
APOF	48.11673692
APOH	0
APOL1	23.4324029
APOL2	1239.518947
APOL3	32.66348393
APOL4	113.7056285
APOL5	0
APOL6	169.7733956
APOLD1	284.9738878
APOM	2.578607615
APOOL	1216.450264
APOO	758.2712156
APPBP2	550.2777321
APPL1	1034.825155
APPL2	4752.891301
APP	1129.878725
APRT	1.302622837
APTX	1194.06244
AQP10	0
AQP11	93.43246337
AQP12A	0
AQP12B	0
AQP1	250.5566276
AQP2	0
AQP3	6387.738656
AQP4	13.60495147
AQP5	0
AQP6	0
AQP7P1	1.223367543
AQP7P3	0
AQP7	0
AQP8	12.5689143
AQP9	0
AQPEP	4.61873897
AQR	1968.289681
ARAF	16.35415376
ARAP1	313.2713941
ARAP2	75.87630592
ARAP3	20.22125543
ARCN1	3806.196669
ARC	3.529569992
AREG	5.653361095
ARF1	24482.85229
ARF3	2340.766743
ARF4	9955.746953
ARF5	808.2274962
ARF6	168.7112724
ARFGAP1	365.9284363
ARFGAP2	966.7069852
ARFGAP3	1889.485985
ARFGEF1	5835.041353
ARFGEF2	1000.60295
ARFIP1	879.4971315
ARFIP2	177.2455321
ARFRP1	251.692459
ARG1	5.403232789
ARG2	6485.10668
ARGFXP2	1.156466422
ARGFX	0
ARGLU1	1224.400486
ARHGAP10	283.3812181
ARHGAP11A	892.5628069
ARHGAP11B	166.0715944
ARHGAP12	2919.677236
ARHGAP15	5.15455797
ARHGAP17	258.2688129
ARHGAP18	368.4588301
ARHGAP19	781.151941
ARHGAP1	1726.243001
ARHGAP20	33.95485528
ARHGAP21	5506.685026
ARHGAP22	0
ARHGAP23	111.9809684
ARHGAP24	89.37078423
ARHGAP25	28.22565632
ARHGAP26	504.6619534
ARHGAP27	330.726002
ARHGAP28	1347.600055
ARHGAP29	4513.54259
ARHGAP30	91.097333
ARHGAP31	270.639531
ARHGAP32	5104.518365
ARHGAP33	18.08538666
ARHGAP36	0
ARHGAP39	1274.698506
ARHGAP42	115.4327175
ARHGAP4	71.94195206
ARHGAP5	8196.26768
ARHGAP6	332.2658646
ARHGAP8	504.729538
ARHGAP9	65.63085605
ARHGDIA	3272.074671
ARHGDIB	1078.377152
ARHGDIG	0
ARHGEF10L	160.8423865
ARHGEF10	945.6005276
ARHGEF11	1853.672018
ARHGEF12	4571.359436
ARHGEF15	57.0755671
ARHGEF16	45.76482636
ARHGEF17	351.567499
ARHGEF18	39.55843057
ARHGEF19	24.12485191
ARHGEF1	134.9910901
ARHGEF2	62.38961277
ARHGEF33	44.35764138
ARHGEF35	971.8829936
ARHGEF37	509.6905305
ARHGEF38	609.853474
ARHGEF3	1362.341567
ARHGEF4	32.97484401
ARHGEF5	3303.010756
ARHGEF6	825.4212843
ARHGEF7	635.0628639
ARHGEF9	1473.97316
ARID1A	1931.558171
ARID1B	426.8270831
ARID2	1407.842169
ARID3A	143.0533824
ARID3B	262.4873932
ARID3C	0
ARID4A	1185.148063
ARID4B	1657.86228
ARID5A	43.89624396
ARID5B	449.6375259
ARIH1	4909.924399
ARIH2	1769.124007
ARL10	3.394623458
ARL11	3.545818875
ARL13A	6.527482661
ARL13B	956.3349593
ARL14	0
ARL15	400.6625394
ARL16	605.0551289
ARL17A	1507.552333
ARL17B	4.019327072
ARL1	930.616435
ARL2BP	720.0485607
ARL2	537.5684789
ARL3	451.1644355
ARL4A	126.6592303
ARL4C	252.4017007
ARL4D	0
ARL5A	1248.930712
ARL5B	563.9433358
ARL5C	0
ARL6IP1	4650.47402
ARL6IP4	821.1974926
ARL6IP5	670.6637815
ARL6IP6	235.0452646
ARL6	107.6386347
ARL8A	106.7237678
ARL8B	750.2243415
ARL9	2.238573987
ARMC10	209.1056479
ARMC1	1063.83782
ARMC2	42.41873308
ARMC3	1.125420544
ARMC4	6.982818884
ARMC5	206.5911518
ARMC6	53.99960205
ARMC7	261.4171668
ARMC8	834.0800196
ARMC9	64.24338717
ARMCX1	16.93618069
ARMCX2	0.2678990916
ARMCX3	1742.877806
ARMCX5	798.6224133
ARMCX6	1535.538584
ARMS2	0
ARNT2	825.822249
ARNTL2	4.949787665
ARNTL	63.08956129
ARNT	1718.360733
ARPC1A	561.0827003
ARPC1B	75.01564884
ARPC2	5427.050477
ARPC3	1954.299652
ARPC4	2991.299269
ARPC5L	951.8677
ARPC5	1648.791134
ARPM1	6.097196067
ARPP19	3004.813797
ARPP21	0
ARR3	0
ARRB1	200.1712091
ARRB2	358.7556008
ARRDC1	42.33069832
ARRDC2	0.2727782367
ARRDC3	110.2181017
ARRDC4	1079.136072
ARRDC5	5.554012659
ARSA	197.2553787
ARSB	197.333007
ARSD	223.6738362
ARSE	0
ARSF	0
ARSG	28.17566962
ARSH	0
ARSI	0
ARSJ	11.65466475
ARSK	368.0156482
ART1	0
ART3	0.1956705667
ART4	3.135803744
ART5	0
ARTN	63.91889752
ARV1	448.9164314
ARVCF	579.0395829
ARX	9.269282826
AR	38394.87965
AS3MT	30.45303123
ASAH1	5691.515191
ASAH2B	10.80809144
ASAH2	46.96522809
ASAM	6.30667411
ASAP1IT1	41.21684939
ASAP1	2188.35883
ASAP2	572.933187
ASAP3	33.1804016
ASB10	0
ASB11	0
ASB12	0
ASB13	604.4258027
ASB14	66.17654286
ASB15	0
ASB16	25.01157677
ASB17	0
ASB18	0
ASB1	228.9122912
ASB2	0
ASB3	769.9651429
ASB4	0
ASB5	0
ASB6	367.1516524
ASB7	1293.036549
ASB8	1390.451976
ASB9	4.185476843
ASCC1	310.281413
ASCC2	948.6277643
ASCC3	707.1062179
ASCL1	1.341176963
ASCL2	0
ASCL3	0
ASCL4	0
ASF1A	1361.23976
ASF1B	82.94557345
ASFMR1	32.13553337
ASGR1	2.36866576
ASGR2	0
ASH1L	15865.45932
ASH2L	1879.507518
ASIP	5.39542596
ASL	248.3260809
ASMTL	766.107271
ASMT	5.874162133
ASNA1	583.2044489
ASNSD1	1208.385411
ASNS	954.7212509
ASPA	0
ASPDH	0
ASPG	1.324793511
ASPHD1	0
ASPHD2	8.197644172
ASPH	836.3840205
ASPM	1626.153809
ASPN	62.13408931
ASPRV1	15.11779621
ASPSCR1	251.1230217
ASRGL1	466.6644401
ASS1	40.8740908
ASTE1	87.02519069
ASTL	0
ASTN1	0
ASTN2	724.8873012
ASXL1	13.35282964
ASXL2	2651.574885
ASXL3	0
ASZ1	0
ATAD1	730.6330781
ATAD2B	494.9450235
ATAD2	899.416243
ATAD3A	482.1659497
ATAD3B	90.43889284
ATAD3C	1.605533934
ATAD5	46.95644981
ATCAY	1.192602301
ATE1	252.5994288
ATF1	602.0915276
ATF2	283.5001775
ATF3	31.5142453
ATF4	2868.53391
ATF5	79.79605324
ATF6B	398.2061374
ATF6	917.7723981
ATF7IP2	74.20586996
ATF7IP	1204.370695
ATF7	840.8465145
ATG10	38.2658383
ATG12	227.8629602
ATG16L1	974.7403621
ATG16L2	225.7923962
ATG2A	863.3003512
ATG2B	3215.091214
ATG3	1381.901852
ATG4A	259.6975583
ATG4B	74.29907201
ATG4C	55.59628782
ATG4D	470.4099796
ATG5	437.0797234
ATG7	535.0562589
ATG9A	407.3525904
ATG9B	20.26584242
ATHL1	5.457012147
ATIC	1335.966308
ATL1	90.67507619
ATL2	583.6673289
ATL3	488.5206448
ATMIN	1928.315566
ATM	4247.455791
ATN1	3082.015768
ATOH1	0
ATOH7	2.48591133
ATOH8	4.620545472
ATOX1	138.3426319
ATP10A	9.017849624
ATP10B	0
ATP10D	59.51878014
ATP11A	1219.890207
ATP11B	5801.403239
ATP11C	619.5122053
ATP12A	0
ATP13A1	389.2941109
ATP13A2	875.7091529
ATP13A3	3773.946905
ATP13A4	0
ATP13A5	0
ATP1A1	36228.39342
ATP1A2	69.85189614
ATP1A3	0.2817714796
ATP1A4	0
ATP1B1	315.902913
ATP1B2	68.2405329
ATP1B3	434.7846401
ATP1B4	0
ATP2A1	5.354700765
ATP2A2	2708.029508
ATP2A3	16.29595108
ATP2B1	1323.582392
ATP2B2	0
ATP2B3	0
ATP2B4	12.67907263
ATP2C1	473.042996
ATP2C2	120.3200625
ATP4A	0
ATP4B	0
ATP5A1	3522.019583
ATP5B	13139.59709
ATP5C1	1134.66678
ATP5D	1692.422398
ATP5EP2	34.39868571
ATP5E	96.54184354
ATP5F1	3934.974494
ATP5G1	715.2709324
ATP5G2	1478.413492
ATP5G3	2216.684024
ATP5H	1209.573345
ATP5I	689.2638305
ATP5J2	1606.201628
ATP5J	860.1834418
ATP5L2	13.4635232
ATP5L	369.2194791
ATP5O	236.077741
ATP5SL	345.2776312
ATP5S	250.3929946
ATP6AP1L	228.2104292
ATP6AP1	2346.492196
ATP6AP2	748.1267617
ATP6V0A1	335.4776596
ATP6V0A2	1300.442928
ATP6V0A4	42.42490435
ATP6V0B	2230.806129
