protein	INPPL1
protein	FANCA
protein	EIF3D
protein	EIF3H
protein	HDAC3
protein	HDAC3-2
protein	BCAT2
protein	BIRC5
protein	TMPRSS2
protein	GRIN2D
protein	STX7
protein	SLC16A3
protein	ABCC3
protein	CCL25
protein	TLR3
protein	MSH4
protein	CCL16
protein	GYG2
protein	NUPL2
protein	ARPC5
protein	POLR2D
protein	CLOCK
protein	CFLAR
protein	CFLAR-2
protein	FGF10
protein	SOCS1
protein	MAFG
protein	OGG1
protein	PDPK1
protein	PER1
protein	CLDN3
protein	FFAR2
protein	RNMT
protein	ASAP2
protein	PLXNB1
protein	PRPF4
protein	ST8SIA3
protein	NDUFS4
protein	ARHGAP6
protein	ARHGAP6-2
protein	ARHGAP6-3
protein	ARHGAP6-4
protein	ARHGAP6-5
protein	ADAM12
protein	IRAK2
protein	MLNR
protein	MSH5
protein	PSMD3
protein	SIAH2
protein	ZW10
protein	MAP3K13
protein	GPAA1
protein	DAPK3
protein	TGFB1I1
protein	SRGAP3
protein	SRGAP3-2
protein	SRGAP3-3
protein	ZNF264
protein	O43303
protein	ADCY6
protein	ARHGEF9
protein	MTSS1
protein	AQP9
protein	PAX4
protein	MAP3K7
protein	FGF16
protein	DHH
protein	ZNF208
protein	RIPK2
protein	HNRNPR
protein	SYNJ1
protein	MBTPS2
protein	SUV39H1
protein	KLF4
protein	OIP5
protein	TGOLN2
protein	CACNA1G
protein	RAD51C
protein	MED7
protein	WIPF1
protein	BCL2L11
protein	BCL2L11-2
protein	FOXO3
protein	KCNQ3
protein	KCNQ2
protein	SMAD6
protein	SMAD6-2
protein	GNRH2
protein	FRS3
protein	LAT
protein	LAT-2
protein	RGS14
protein	AKAP10
protein	SPRY2
protein	DCX
protein	GALR2
protein	SPRY1
protein	HCRT
protein	HCRTR1
protein	HCRTR2
protein	SNAI2
protein	CHMP2A
protein	NCK2
protein	PRC1
protein	PRC1-2
protein	RGS10
protein	NDUFB5
protein	NDUFB3
protein	NDUFC1
protein	NDUFA2
protein	BUB1
protein	BUB3
protein	PPAP2C
protein	SULT1B1
protein	ACTN4
protein	TRIAP1
protein	KDELR3
protein	CYTH3
protein	PRKAB2
protein	AP1G1
protein	OR1F1
protein	STX6
protein	TLX2
protein	SPOP
protein	SSNA1
protein	NUDT21
protein	STRN
protein	O43831
protein	EDIL3
protein	OR2T1
protein	GAS2
protein	EXTL3
protein	ORC5
protein	TYROBP
protein	FIGF
protein	NDUFS5
protein	EFNA2
protein	CXCL13
protein	ORC4
protein	RAD21
protein	KALRN
protein	KALRN-3
protein	KALRN-4
protein	KALRN-5
protein	KALRN-6
protein	BNIP3L
protein	SH3BP5
protein	PLIN1
protein	MED14
protein	FGF17
protein	PARK2
protein	GNG7
protein	SMARCA5
protein	ADCY3
protein	SPAG9
protein	PIP5K1C
protein	KDM1A
protein	TBC1D4
protein	PHLPP1
protein	FZD6
protein	CACNG3
protein	HBP1
protein	OR10H2
protein	OR10H3
protein	OR7C2
protein	ONECUT3
protein	FADS1
protein	OR1I1
protein	EVI5
protein	NRP2
protein	NRP2-2
protein	NRP2-3
protein	O60466
protein	DSCAM
protein	PLXNC1
protein	CUBN
protein	DOK2
protein	STX10
protein	STX10-2
protein	NPHS1
protein	ADCY9
protein	SORBS3
protein	CDC40
protein	PSPN
protein	CCNT1
protein	GREM1
protein	BUB1B
protein	CCNT2
protein	TLR5
protein	TLR2
protein	DIAPH1
protein	EXOC3
protein	EXOC3-2
protein	UGT1A9
protein	PDE8A
protein	SLC16A7
protein	RAD1
protein	JAK2
protein	MAFK
protein	CTNND1
protein	CDC14B
protein	SNX2
protein	GALR3
protein	O60756
protein	USO1
protein	TOM1
protein	HIST1H2BK
protein	PFKFB2
protein	DKC1
protein	CACNA1F
protein	EIF5B
protein	SH2D1A
protein	OPHN1
protein	RAMP1
protein	RAMP2
protein	RAMP3
protein	SMPD2
protein	TBL1X
protein	HUS1
protein	PFDN1
protein	NBN
protein	SCN2B
protein	RNGTT
protein	LILRA1
protein	LILRB3
protein	LILRB5
protein	MITF
protein	SRGAP2
protein	PLXNA2
protein	SDC3
protein	DNAJC6
protein	CBFA2T3
protein	WDR1
protein	FZD7
protein	SLIT1
protein	SLIT3
protein	ROCK2
protein	CLASP2
protein	ATG13
protein	ICOSLG
protein	HIP1R
protein	RAB11FIP3
protein	SOCS5
protein	CNOT3
protein	SIN3B
protein	PEX11A
protein	LRP5
protein	O75228
protein	NDUFS7
protein	GADD45B
protein	NDUFS2
protein	UGT2B11
protein	SEMA7A
protein	ALOX12B
protein	ZNF253
protein	TBCA
protein	ATP6V1G1
protein	VPS4B
protein	PTP4A3
protein	H2AFY
protein	NCOR1
protein	NDUFS6
protein	TACC1
protein	CDC45
protein	ZNF254
protein	NDUFB1
protein	MAF
protein	SAP30
protein	MED24
protein	KATNA1
protein	ERN1
protein	E2F6
protein	ZNF324
protein	NR1I2
protein	NR1I2-2
protein	NR1I2-3
protein	NR1I2-4
protein	NR1I2-5
protein	NR1I2-6
protein	NR1I2-7
protein	PSIP1
protein	PSIP1-2
protein	SUPT3H
protein	NDUFS3
protein	GMNN
protein	CLDN11
protein	TNFRSF21
protein	O75519
protein	BANF1
protein	SF3B1
protein	CSDE1
protein	DAB1
protein	STX11
protein	SKAP2
protein	PRKRA
protein	ITGA10
protein	LRP6
protein	RPS6KA5
protein	MED6
protein	FOXH1
protein	LYPLA1
protein	O75613
protein	DEDD
protein	PRDM1
protein	SNRNP200
protein	OFD1
protein	RPS6KA4
protein	ADAP1
protein	NUP155
protein	ATP6AP2
protein	GRAP2
protein	UGT2B17
protein	PPP1R15A
protein	BCAR3
protein	ZNF189
protein	EIF3G
protein	EIF3J
protein	PSMD10
protein	STAM2
protein	TNFSF13
protein	SULT1C4
protein	GABBR2
protein	CCNK
protein	DHRS3
protein	DGKI
protein	PAK3
protein	RGS9
protein	PIAS1
protein	PIAS2
protein	DCTN3
protein	DNAJC8
protein	RAD17
protein	RAD17-2
protein	RAD17-3
protein	RAD17-4
protein	ATP5H
protein	TRIO
protein	TRIO-2
protein	TRIO-3
protein	ATP5L
protein	SNAPC5
protein	CPD
protein	OR2B3
protein	OR2J3
protein	OR2J2
protein	WFS1
protein	NEURL
protein	SEC14L2
protein	PDE5A
protein	DFFB
protein	ZFAND5
protein	RGS20
protein	PDE9A
protein	FGF18
protein	SRP72
protein	OR7C1
protein	OR7A10
protein	O84760
protein	O88521
protein	MTA2
protein	AQP8
protein	USP1
protein	GFPT2
protein	RGS11
protein	SLIT2
protein	ATG12
protein	PLEKHG5
protein	RHOBTB1
protein	SEC24D
protein	NFASC
protein	SUPT7L
protein	FARP2
protein	PRPF6
protein	DKK1
protein	PCF11
protein	ABLIM3
protein	AP2A2
protein	AP2A2-3
protein	SEC31A
protein	CEP152
protein	FAM13A
protein	ARHGEF15
protein	OR2F2
protein	OR6B1
protein	OR4F21
protein	UPP2
protein	OR2A4
protein	CCNB2
protein	YIF1A
protein	REC8
protein	NKX2-2
protein	ZNF202
protein	S1PR2
protein	NDUFB6
protein	SNUPN
protein	UBE4B
protein	NDUFA3
protein	NDUFB4
protein	NDUFB8
protein	NDUFB2
protein	CACNA1H
protein	NDUFA7
protein	UNC5C
protein	OAZ2
protein	ZNF205
protein	OR5F1
protein	OR6A2
protein	ZWINT
protein	KIF20A
protein	LRAT
protein	SPDEF
protein	KIF4A
protein	MYST2
protein	IL18RAP
protein	GADD45G
protein	PDE8B
protein	RASGRP1
protein	TNKS
protein	VAPB
protein	SNAPIN
protein	NDUFC2
protein	NDUFA10
protein	FKBP9
protein	ABCB11
protein	SMC2
protein	OR2C1
protein	MAP3K6
protein	RAPGEF3
protein	RAPGEF3-2
protein	UTS2
protein	CD2BP2
protein	MED26
protein	MED26-2
protein	ZFYVE9
protein	ZFYVE9-2
protein	ZFYVE9-3
protein	SVIL
protein	BAG4
protein	PARN
protein	CLDN7
protein	ABCA1
protein	CLDN9
protein	SEC24A
protein	SEC24B
protein	CLDN14
protein	TDP2
protein	KLF8
protein	POLR1A
protein	PCNT
protein	YEATS4
protein	ADCY5
protein	CNOT4
protein	STAMBP
protein	NTN1
protein	CPSF4
protein	NFATC1
protein	NFATC1-2
protein	NTSR2
protein	ATP6V1G2
protein	FGFR1OP
protein	LY86
protein	ESRRB
protein	FGF19
protein	AP2A1
protein	DDX58
protein	CER1
protein	MAP4K4
protein	AIFM1
protein	CLDN1
protein	GNA14
protein	GLP2R
protein	SNAI1
protein	SLC16A8
protein	OR2H2
protein	EOMES
protein	CD160
protein	S1PR4
protein	MBD3
protein	PTTG1
protein	BCL10
protein	NDUFB10
protein	PAK4
protein	WNT11
protein	DNAL4
protein	CHEK2
protein	CHEK2-12
protein	ACTL6A
protein	CCNE2
protein	MT-CYB
protein	LDHA
protein	DHFR
protein	MT-CO1
protein	MT-CO2
protein	MT-CO3
protein	SOD1
protein	CP
protein	F8
protein	F13A1
protein	PNP
protein	ABL1
protein	EGFR
protein	PGK1
protein	F2
protein	C1R
protein	F9
protein	F10
protein	CFD
protein	PLG
protein	F12
protein	PLAU
protein	PLAT
protein	CFB
protein	ADA
protein	MT-ATP6
protein	CA1
protein	OAS1
protein	SERPINC1
protein	SERPINA1
protein	AGT
protein	A2M
protein	C3
protein	C5
protein	TIMP1
protein	KNG1
protein	FOS
protein	MYC
protein	NRAS
protein	HRAS
protein	KRAS
protein	PDGFB
protein	LDLR
protein	EGF
protein	TGFA
protein	TGFB1
protein	NGF
protein	GNRH1
protein	NPPA
protein	OXT
protein	AVP
protein	POMC
protein	PENK
protein	PDYN
protein	CGA
protein	TSHB
protein	FSHB
protein	LHB
protein	CGB
protein	PRL
protein	GH1
protein	CALCA
protein	PTH
protein	GCG
protein	VIP
protein	GHRH
protein	PPY
protein	NPY
protein	INS
protein	P01343
protein	IGF2
protein	IGF2-2
protein	GAST
protein	LTA
protein	TNF
protein	IFNA1
protein	IFNA2
protein	IFNA10
protein	IFNA7
protein	IFNA21
protein	IFNA5
protein	IFNA14
protein	IFNA17
protein	IFNB1
protein	IFNG
protein	IL1A
protein	IL1B
protein	EPO
protein	IL2RA
protein	P01593
protein	P01594
protein	P01595
protein	P01596
protein	P01597
protein	P01598
protein	P01599
protein	P01600
protein	P01601
protein	IGKV1-5
protein	P01603
protein	P01604
protein	P01605
protein	P01606
protein	P01607
protein	P01608
protein	P01609
protein	P01610
protein	P01611
protein	P01612
protein	P01613
protein	P01614
protein	P01615
protein	P01616
protein	P01617
protein	P01619
protein	P01620
protein	P01621
protein	P01622
protein	P01623
protein	P01624
protein	P01625
protein	P01699
protein	P01700
protein	P01701
protein	P01702
protein	P01703
protein	P01704
protein	P01705
protein	P01706
protein	P01707
protein	P01708
protein	P01709
protein	P01710
protein	P01711
protein	P01712
protein	P01713
protein	P01714
protein	P01715
protein	P01716
protein	P01717
protein	P01718
protein	P01719
protein	P01720
protein	P01721
protein	P01722
protein	CD4
protein	CD8A
protein	TRBV12-3
protein	P01737
protein	P01742
protein	P01743
protein	P01744
protein	P01760
protein	P01761
protein	P01762
protein	P01763
protein	IGHV@
protein	P01765
protein	P01766
protein	P01767
protein	P01768
protein	P01769
protein	P01770
protein	P01771
protein	P01772
protein	P01773
protein	P01774
protein	P01775
protein	P01776
protein	P01777
protein	P01778
protein	P01779
protein	P01780
protein	P01781
protein	P01782
protein	P01814
protein	P01815
protein	P01816
protein	P01817
protein	P01818
protein	P01824
protein	P01825
protein	PIGR
protein	IGKC
protein	TRAC
protein	TRBC1
protein	IGHE
protein	IGHG1
protein	IGHG3
protein	IGHA1
protein	HLA-B
protein	P01892
protein	HLA-DRA
protein	HLA-DQA2
protein	HLA-DQA1
protein	HLA-DRB1
protein	P01912
protein	HLA-DQB1
protein	HBD
protein	HBE1
protein	COL1A1
protein	COL2A1
protein	COL3A1
protein	COL4A1
protein	KRT14
protein	LMNA
protein	SPTA1
protein	TNNC2
protein	APOA1
protein	APOE
protein	APOA2
protein	APOC2
protein	APOC3
protein	FGA
protein	FGB
protein	FGG
protein	CHRNA1
protein	SAA1
protein	CRP
protein	C1QA
protein	C1QB
protein	C1QC
protein	C9
protein	FN1
protein	AHSG
protein	TTR
protein	ALB
protein	AFP
protein	GC
protein	PPBP
protein	PF4
protein	CXCL10
protein	TFRC
protein	TF
protein	FTL
protein	FTH1
protein	MT2A
protein	BGLAP
protein	P03126
protein	P03347
protein	P03348
protein	P03349
protein	P03366
protein	P03367
protein	P03369
protein	ESR1
protein	P03375
protein	P03377
protein	P03378
protein	P03402
protein	P03404
protein	P03406
protein	P03407
protein	P03428
protein	P03431
protein	P03433
protein	P03452
protein	P03466
protein	P03468
protein	P03485
protein	P03496
protein	P03508
protein	MT-ND1
protein	MT-ND2
protein	MT-ND3
protein	MT-ND4L
protein	MT-ND4
protein	MT-ND5
protein	MT-ND6
protein	MT-ATP8
protein	F11
protein	KLKB1
protein	MMP1
protein	AMH
protein	P03989
protein	OPN1SW
protein	OPN1LW
protein	OPN1MW
protein	C4BPA
protein	VTN
protein	CAT
protein	RAF1
protein	DNTT
protein	PLA2G1B
protein	PROC
protein	ALDOA
protein	ANXA1
protein	PDGFA
protein	PDGFA-2
protein	RLN2
protein	APOB
protein	CSF2
protein	NR3C1
protein	NR3C1-2
protein	NR3C1-3
protein	NR3C1-4
protein	NR3C1-5
protein	NR3C1-6
protein	NR3C1-7
protein	NR3C1-8
protein	NR3C1-9
protein	TFF1
protein	PRNP
protein	SOD2
protein	LCAT
protein	TK1
protein	HRG
protein	P04206
protein	P04207
protein	P04208
protein	P04209
protein	P04211
protein	THY1
protein	HLA-C
protein	P04229
protein	CD3D
protein	KRT1
protein	S100B
protein	VWF
protein	SHBG
protein	P04324
protein	P04325
protein	P04326
protein	TUBB4
protein	GAPDH
protein	P04430
protein	P04431
protein	P04432
protein	P04433
protein	P04434
protein	TRB@
protein	P04436
protein	P04437
protein	P04439
protein	HLA-DPB1
protein	P04578
protein	P04579
protein	P04580
protein	P04581
protein	P04582
protein	P04583
protein	P04585
protein	P04586
protein	P04587
protein	P04588
protein	P04589
protein	P04591
protein	P04592
protein	P04593
protein	P04594
protein	P04596
protein	P04597
protein	P04598
protein	P04599
protein	P04600
protein	P04601
protein	P04602
protein	P04603
protein	P04604
protein	P04605
protein	P04608
protein	P04609
protein	P04610
protein	P04611
protein	P04612
protein	P04613
protein	P04614
protein	P04616
protein	P04618
protein	P04619
protein	P04620
protein	P04621
protein	P04622
protein	P04623
protein	P04624
protein	ERBB2
protein	WNT1
protein	NTRK1
protein	NTRK1-2
protein	TP53
protein	HSPB1
protein	CYP1A1
protein	TYMS
protein	CYBB
protein	RPN1
protein	RPN2
protein	GNAI2
protein	HIST1H2AB
protein	P04949
protein	IFNA6
protein	IFNA4
protein	IFNA16
protein	IGF1
protein	ATP1A1
protein	ATP1B1
protein	ALDOB
protein	APP
protein	ARG1
protein	ITGB3
protein	ITGB2
protein	S100A8
protein	IL4
protein	IL5
protein	SERPINB2
protein	SERPINE1
protein	PRKCG
protein	SLC25A5
protein	SERPING1
protein	F13B
protein	ISG15
protein	MPO
protein	EIF2S1
protein	FGF1
protein	IL6
protein	EDN1
protein	ICAM1
protein	RPLP1
protein	RPLP2
protein	RPLP0
protein	JUN
protein	POLR3D
protein	SSB
protein	ATP5G1
protein	HLA-DQB2
protein	ITGB1
protein	PRKCB
protein	PRKCB-2
protein	KRT18
protein	KRT8
protein	CSN2
protein	P05854
protein	P05855
protein	P05856
protein	P05857
protein	P05858
protein	P05859
protein	P05860
protein	P05864
protein	P05865
protein	P05866
protein	P05867
protein	P05868
protein	P05869
protein	P05870
protein	P05871
protein	P05872
protein	P05877
protein	P05878
protein	P05879
protein	P05880
protein	P05882
protein	P05887
protein	P05888
protein	P05889
protein	P05890
protein	P05898
protein	P05899
protein	P05900
protein	P05905
protein	P05906
protein	P05907
protein	P05908
protein	P05909
protein	P05919
protein	P05921
protein	P05923
protein	P05924
protein	P05925
protein	P05927
protein	P05928
protein	P05947
protein	P05948
protein	P05949
protein	P05950
protein	P05951
protein	P05952
protein	P05953
protein	P05954
protein	P05955
protein	P05956
protein	P05959
protein	P05960
protein	P05961
protein	MYL1
protein	COL5A2
protein	UGT2B4
protein	INSR
protein	LCK
protein	FYN
protein	BCHE
protein	CCK
protein	P06309
protein	P06310
protein	P06311
protein	IGKV4-1
protein	P06313
protein	P06314
protein	P06315
protein	P06316
protein	P06317
protein	P06318
protein	P06319
protein	HLA-DOA
protein	GSN
protein	RB1
protein	PGR
protein	PGR-2
protein	PTMA
protein	CDK1
protein	ATP5B
protein	C2
protein	S100A9
protein	APOA4
protein	EIF4E
protein	CKM
protein	ENO1
protein	FCER2
protein	PYGL
protein	POLB
protein	NPM1
protein	NPM1-2
protein	TPM3
protein	ITGAV
protein	P06821
protein	CRH
protein	LPL
protein	P06876
protein	P06881
protein	P06887
protein	P06888
protein	P06889
protein	HIST1H2BJ
protein	TH
protein	LDHB
protein	NEFL
protein	CENPB
protein	GPX1
protein	THBD
protein	PROS1
protein	P4HB
protein	KLK3
protein	H1F0
protein	FES
protein	CSF1R
protein	CTSD
protein	C8A
protein	C8B
protein	GP1BA
protein	C8G
protein	CAPN1
protein	P07385
protein	TUBB
protein	IVL
protein	GRP
protein	CHRNG
protein	ADRB2
protein	DCN
protein	PFN1
protein	CD3E
protein	HSP90AA1
protein	HNRNPC
protein	UQCRH
protein	LAMB1
protein	YES1
protein	LYN
protein	RET
protein	TPM2
protein	ERCC1
protein	THBS1
protein	SP1
protein	IGF1R
protein	RHO
protein	HSPA1A
protein	COL1A2
protein	RHOC
protein	NGFR
protein	GLI1
protein	CHRM2
protein	CHRM4
protein	ABCB1
protein	SLC3A2
protein	NR3C2
protein	NR3C2-2
protein	NR3C2-3
protein	NR3C2-4
protein	PFKM
protein	HSP90AB1
protein	SRPR
protein	ASNS
protein	ELANE
protein	MMP2
protein	MMP3
protein	GSTA1
protein	CTSG
protein	INHBA
protein	MGP
protein	ITGA2B
protein	LPA
protein	PLEK
protein	CD14
protein	COL4A2
protein	CYC1
protein	PTPRC
protein	SNRPB2
protein	MET
protein	ADRB1
protein	MYL3
protein	FGF4
protein	SNRNP70
protein	HCK
protein	FCGR3A
protein	ITGA5
protein	NFIC
protein	VIM
protein	SERPINF2
protein	IL3
protein	RPS17
protein	F7
protein	KRT19
protein	GNAI3
protein	P08803
protein	P08804
protein	P08805
protein	P08806
protein	P08807
protein	P08808
protein	IGFBP1
protein	RPSA
protein	IL6R
protein	IL6R-2
protein	HTR1A
protein	CHRM5
protein	ADRA2A
protein	NMB
protein	CD63
protein	SNRPA
protein	FGF2
protein	POU2F2
protein	ENO2
protein	SRP19
protein	GSTA2
protein	GSTP1
protein	MMP7
protein	CXCL1
protein	LGALS1
protein	HMGB1
protein	RBP1
protein	GNAO1
protein	SPARC
protein	GSTM1
protein	TPM1
protein	CLTA
protein	CLTA-2
protein	CLTB
protein	CLTB-2
protein	WNT2
protein	HMOX1
protein	CSF1
protein	PDGFRB
protein	HNRNPA1
protein	SNRPA1
protein	COX6C
protein	GIP
protein	SCT
protein	CD3G
protein	FGR
protein	C1S
protein	PARP1
protein	POLA1
protein	IFI6
protein	IFIT2
protein	IFIT1
protein	ALOX5
protein	UCHL1
protein	FURIN
protein	ALDOC
protein	C4A
protein	C4B
protein	NPS
protein	H2AFZ
protein	P0C0U1
protein	FBXO45
protein	H2AFB1
protein	OR4A8P
protein	OR4Q2
protein	OR10J4
protein	OR4E1
protein	OR2T7
protein	OR56A5
protein	PLA2G4B
protein	IGLC6
protein	IGLC1
protein	IGLC2
protein	IGLC3
protein	UBB
protein	UBC
protein	GLI2
protein	GLI3
protein	PYY
protein	CALCB
protein	SRGN
protein	GZMB
protein	IL8
protein	IL8-2
protein	CCL3
protein	COX8A
protein	MYB
protein	MYBL2
protein	GAA
protein	AR
protein	RARA
protein	RRAS
protein	P10319
protein	P10321
protein	HIST1H1E
protein	BCL2
protein	SPP1
protein	SAG
protein	NR2F6
protein	NR2F1
protein	TXN
protein	TGFB3
protein	COX5B
protein	MGST1
protein	MAPT
protein	MAPT-8
protein	C7
protein	PRKAR1A
protein	TFPI
protein	PF4V1
protein	KIT
protein	CD28
protein	FGF6
protein	HSPD1
protein	RARB
protein	THRA
protein	THRB
protein	P10844
protein	P10845
protein	CLU
protein	MCF2
protein	MCF2-2
protein	MCF2-3
protein	MCF2-4
protein	GHR
protein	IRF1
protein	MYL2
protein	CD8B
protein	IAPP
protein	HSPA5
protein	LAMC1
protein	MYH3
protein	MAP2
protein	HSPA8
protein	LIPC
protein	EGR2
protein	SLC2A1
protein	SLC2A2
protein	SLC2A3
protein	EPB41
protein	ITGAM
protein	PYGB
protein	PYGM
protein	MBL2
protein	CHRM1
protein	RALA
protein	RALB
protein	BCR
protein	SPTB
protein	PIM1
protein	ACADM
protein	FGFR1
protein	TOP1
protein	TOP2A
protein	VDR
protein	ESRRA
protein	FGF3
protein	GNAT1
protein	DMD
protein	CETP
protein	SCGB1A1
protein	IGF2R
protein	CDK4
protein	SRF
protein	CD79A
protein	ODC1
protein	PABPC1
protein	PCNA
protein	FGF5
protein	COX6A1
protein	COL11A1
protein	COL6A1
protein	COL6A2
protein	COL6A3
protein	SLC25A4
protein	SLC25A6
protein	F5
protein	TPR
protein	PTHLH
protein	CKB
protein	FCGR1A
protein	FCGR2A
protein	FCER1A
protein	P12447
protein	P12478
protein	P12479
protein	P12480
protein	P12481
protein	P12483
protein	P12484
protein	P12485
protein	P12487
protein	P12488
protein	P12489
protein	P12490
protein	P12491
protein	P12493
protein	P12494
protein	P12495
protein	P12497
protein	P12498
protein	P12499
protein	P12503
protein	P12504
protein	P12510
protein	P12511
protein	P12512
protein	P12515
protein	P12516
protein	P12517
protein	P12518
protein	P12519
protein	P12520
protein	GZMA
protein	BMP2
protein	BMP4
protein	SKI
protein	SKIL
protein	ACTN1
protein	MYL4
protein	CDH1
protein	MLN
protein	SRC
protein	SRC-2
protein	XRCC6
protein	XRCC5
protein	NR2C1
protein	COX4I1
protein	IFITM1
protein	ALAS1
protein	GP1BB
protein	CCL4
protein	IFI30
protein	MYF5
protein	TDGF1
protein	P13423
protein	LAMP2
protein	BMP1
protein	BMP1-3
protein	CYBA
protein	CCL2
protein	CCL5
protein	MYH6
protein	MYH8
protein	NCAM1
protein	P13595
protein	ICAM2
protein	VCAN
protein	ITGA4
protein	RARG
protein	ATP1A3
protein	EEF2
protein	KRT5
protein	C6
protein	TPT1
protein	OSM
protein	F3
protein	HLA-E
protein	P13760
protein	HLA-DRB4
protein	HLA-DOB
protein	TNNT1
protein	GYS1
protein	PRKAR2A
protein	ENO3
protein	COL11A2
protein	ADRB3
protein	GTF2F2
protein	EDN3
protein	SELL
protein	HGF
protein	PRF1
protein	PRKCSH
protein	IRF2
protein	HCLS1
protein	ATP1B2
protein	DRD2
protein	NID1
protein	PLA2G2A
protein	NCF1
protein	PKM2
protein	PKM2-2
protein	P14619
protein	HSP90B1
protein	CCNB1
protein	MYL6B
protein	SLC2A4
protein	SNRPB
protein	GP9
protein	IL1R1
protein	MMP9
protein	IL2RB
protein	COX6B1
protein	POU2F1
protein	HNRNPL
