gene_id	DTB-999_Baseline
ABI3	37.74858307
ABL1	806.9011189
ABL2	429.1813678
ABLIM1	232.6906232
ABLIM2	29.24347323
ABLIM3	245.4930181
ABO	4.56436614
ABP1	3.300691384
ABRA	13.53587804
ABR	312.4660874
ABT1	416.8300078
ABTB1	51.03323878
ABTB2	2.486733365
ACAA1	305.6496082
ACAA2	147.0045645
ACACA	6835.252059
ACACB	45.68257975
ACAD10	118.7483784
ACAD11	247.9878231
ACAD8	172.4400379
ACAD9	233.4891533
ACADL	1596.401473
ACADM	3043.839797
ACADSB	753.2565241
ACADS	91.15605814
ACADVL	2009.882334
ACAN	0
ACAP1	12.19666441
ACAP2	378.6983842
ACAP3	42.260504
ACAT1	906.1870614
ACAT2	343.6683212
ACBD3	1363.69984
ACBD4	38.92645668
ACBD5	1268.892621
ACBD6	35.54606436
ACBD7	19.43734104
ACCN1	0
ACCN2	62.37149137
ACCN3	43.16612602
ACCN4	0
ACCN5	0
ACCSL	0
ACCS	383.4829429
ACD	212.0361928
ACE2	4.312533375
ACER1	18.63310697
ACER2	582.5454224
ACER3	444.3871135
ACE	11.36358947
ACHE	0
ACIN1	1473.167507
ACLY	3103.53858
ACMSD	0
ACN9	463.6662491
ACO1	166.6603917
ACO2	875.4886891
ACOT11	2.433080889
ACOT12	0
ACOT13	50.30405421
ACOT1	218.0842559
ACOT2	68.29021773
ACOT4	18.54201614
ACOT6	0
ACOT7	962.0075968
ACOT8	514.0549265
ACOT9	261.0595142
ACOX1	1388.564551
ACOX2	0
ACOX3	133.7440303
ACOXL	76.66568486
ACP1	1401.753015
ACP2	246.7402816
ACP5	515.7607194
ACP6	1357.452613
ACPL2	0.5611748984
ACPP	30455.09698
ACPT	3.307648868
ACRBP	33.06824778
ACRC	42.17547649
ACRV1	8.366128571
ACR	6.263988462
ACSBG1	4.380608157
ACSBG2	2.861186038
ACSF2	43.49781167
ACSF3	33.11882268
ACSL1	4858.598555
ACSL3	1500.497963
ACSL4	8.267508906
ACSL5	80.00117018
ACSL6	4.907076551
ACSM1	77.22959001
ACSM2A	0
ACSM2B	0
ACSM3	23.56473087
ACSM4	0
ACSM5	13.05210956
ACSS1	755.2923597
ACSS2	5.218547847
ACSS3	16.84283435
ACTA1	5.307929954
ACTA2	1685.846918
ACTBL2	0
ACTB	49330.34596
ACTC1	0
ACTG1	6050.879941
ACTG2	39.7406047
ACTL6A	2143.522372
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	42.00791614
ACTL9	0
ACTN1	262.9951428
ACTN2	0.585166182
ACTN3	0
ACTN4	3150.704712
ACTR10	618.5422137
ACTR1A	939.2076116
ACTR1B	464.7480496
ACTR2	3171.318193
ACTR3B	486.1981772
ACTR3C	60.93757154
ACTR3	442.6482656
ACTR5	112.8294256
ACTR6	125.1298066
ACTR8	373.6883381
ACTRT1	0
ACTRT2	0
ACVR1B	81.72958054
ACVR1C	3.701479829
ACVR1	331.7922459
ACVR2A	692.304215
ACVR2B	279.4727725
ACVRL1	26.46896032
ACY1	1777.345266
ACY3	0
ACYP1	834.4198945
ACYP2	253.843774
ADAD1	0
ADAD2	3.193149126
ADAL	247.7511905
ADAM10	379.8797544
ADAM11	3.82473785
ADAM12	60.59208694
ADAM15	1664.580777
ADAM17	606.6342321
ADAM18	0
ADAM19	27.18755585
ADAM20	4.247895861
ADAM21P1	1.090523031
ADAM21	0.1219122466
ADAM22	23.00070067
ADAM23	0
ADAM28	41.19138821
ADAM29	0
ADAM2	36.27406008
ADAM30	0
ADAM32	0.5517764876
ADAM33	2.780407265
ADAM3A	0
ADAM5P	0
ADAM6	7.830965274
ADAM7	81.46144979
ADAM8	27.56007212
ADAM9	78.28486078
ADAMDEC1	8.395306612
ADAMTS10	0.4692357241
ADAMTS12	9.353813569
ADAMTS13	0.1194997262
ADAMTS14	0
ADAMTS15	0
ADAMTS16	0
ADAMTS17	0
ADAMTS18	0.848921114
ADAMTS19	0
ADAMTS1	511.0366075
ADAMTS20	0
ADAMTS2	7.868974742
ADAMTS3	5.815593119
ADAMTS4	11.8097571
ADAMTS5	7.725149381
ADAMTS6	2.738482287
ADAMTS7	9.990530727
ADAMTS8	8.425896258
ADAMTS9	106.2721124
ADAMTSL1	63.18295825
ADAMTSL2	44.9506489
ADAMTSL3	12.04413806
ADAMTSL4	0
ADAMTSL5	10.30990463
ADAP1	0
ADAP2	177.567238
ADARB1	429.4072196
ADARB2	0
ADAR	5402.594292
ADAT1	119.3282798
ADAT2	280.1682804
ADAT3	0.2477767752
ADA	11.47265128
ADCK1	52.37447406
ADCK2	572.8368518
ADCK4	106.7935394
ADCK5	574.1326241
ADCY10	1.361050727
ADCY1	12.17905847
ADCY2	0
ADCY3	7.037333195
ADCY4	8.52240149
ADCY5	7.813239216
ADCY6	198.2791787
ADCY7	22.14240701
ADCY8	0
ADCY9	136.7878169
ADCYAP1R1	2.872997497
ADCYAP1	0
ADC	71.61298919
ADD1	660.4669599
ADD2	453.4857755
ADD3	127.1668945
ADH1A	0
ADH1B	23.12343161
ADH1C	0
ADH4	0.9574632017
ADH5	261.520964
ADH6	24.33521355
ADH7	0
ADHFE1	493.6164202
ADI1	6021.29385
ADIG	0
ADIPOQ	0
ADIPOR1	2531.439045
ADIPOR2	276.5877916
ADK	211.3454853
ADM2	272.5401704
ADM	76.32382351
ADNP2	196.172157
ADNP	2814.493457
ADORA1	0
ADORA2A	0.8356081078
ADORA2B	102.6551422
ADORA3	17.15177905
ADO	295.8907143
ADPGK	1007.786305
ADPRHL1	103.4028575
ADPRHL2	397.380495
ADPRH	72.42055965
ADRA1A	0
ADRA1B	3.87389243
ADRA1D	0
ADRA2A	1239.90052
ADRA2B	0
ADRA2C	2.232453752
ADRB1	150.6020701
ADRB2	859.2605995
ADRB3	0
ADRBK1	207.4231881
ADRBK2	245.4269938
ADRM1	1771.513614
ADSL	569.1044476
ADSSL1	52.11129109
ADSS	887.2590475
AEBP1	556.3509466
AEBP2	145.4661006
AEN	224.4205643
AES	2452.008721
AFAP1L1	84.13958679
AFAP1L2	3.923259514
AFAP1	71.00625265
AFARP1	26.1254535
AFF1	2599.530851
AFF2	0.1330658348
AFF3	1207.344181
AFF4	628.3891278
AFG3L1	83.23369334
AFG3L2	406.6413242
AFMID	10.55493069
AFM	0
AFP	0
AFTPH	476.9944545
AG2	78.83173195
AGAP11	35.56181731
AGAP1	196.9175863
AGAP2	42.22195394
AGAP3	312.1042853
AGAP4	14.63188695
AGAP5	12.46421017
AGAP6	370.0710097
AGAP7	148.4802431
AGAP8	132.4860057
AGA	60.36708271
AGBL1	0
AGBL2	2.23888061
AGBL3	79.54567212
AGBL4	1.937701011
AGBL5	819.2790932
AGER	90.90267189
AGFG1	381.5053191
AGFG2	165.7348034
AGGF1	1195.176819
AGK	385.4565975
AGL	74.40062517
AGMAT	66.5781813
AGPAT1	2001.138173
AGPAT2	195.8546404
AGPAT3	741.7658113
AGPAT4	26.2218248
AGPAT5	185.0420404
AGPAT6	214.9520713
AGPAT9	80.79768152
AGPHD1	423.7992807
AGPS	2.937859772
AGR2	8865.606147
AGR3	9.341186168
AGRN	8.3601645
AGRP	0
AGTPBP1	162.1750861
AGTR1	11.25959762
AGTR2	0
AGTRAP	214.2858165
AGT	37.74964105
AGXT2L1	0
AGXT2L2	176.6312569
AGXT2	0
AGXT	0
AHCTF1	785.8276405
AHCYL1	5288.93968
AHCYL2	59.6447712
AHCY	1731.480415
AHDC1	118.5162698
AHI1	1186.439242
AHNAK2	18.76190876
AHNAK	59.82417419
AHRR	0.6940546258
AHR	24.4932979
AHSA1	1911.911691
AHSA2	590.9593687
AHSG	0
AHSP	0
AICDA	0
AIDA	2713.255015
AIF1L	36.53045096
AIF1	1462.676854
AIFM1	1539.620311
AIFM2	17.70067057
AIFM3	1.374892565
AIG1	1647.408373
AIM1L	0
AIM1	1274.955178
AIM2	0
AIMP1	1031.692098
AIMP2	769.2041266
AIPL1	0.09128512605
AIP	732.6146881
AIRE	0
AJAP1	0
AK1	161.9672727
AK2	163.3612677
AK3L1	9.877988662
AK3	348.8289564
AK5	16.67095005
AK7	6.826144125
AKAP10	396.1935211
AKAP11	464.6201946
AKAP12	6077.660089
AKAP13	542.7114985
AKAP14	0
AKAP1	2892.589193
AKAP2	1311.084063
AKAP3	8.578916499
AKAP4	0
AKAP5	11.67436128
AKAP6	49.59383921
AKAP7	86.00175336
AKAP8L	749.0073742
AKAP8	723.0978575
AKAP9	4648.952359
AKD1	506.5066733
AKIRIN1	438.6126424
AKIRIN2	798.490075
AKNAD1	0
AKNA	32.83394373
AKR1A1	1113.370438
AKR1B10	0
AKR1B15	0
AKR1B1	118.6942297
AKR1C1	7.120766588
AKR1C2	0
AKR1C3	22.43379281
AKR1C4	0
AKR1CL1	0
AKR1D1	213.1975524
AKR1E2	23.3368587
AKR7A2	175.0790382
AKR7A3	24.80432506
AKR7L	53.27441492
AKT1S1	1014.665827
AKT1	1207.562576
AKT2	3093.252289
AKT3	7413.036506
AKTIP	1068.462381
ALAD	231.4808116
ALAS1	272.8589336
ALAS2	3.827120791
ALB	0
ALCAM	1691.927369
ALDH16A1	86.47278241
ALDH18A1	774.9399364
ALDH1A1	251.2157167
ALDH1A2	0
ALDH1A3	111.944171
ALDH1B1	732.2925761
ALDH1L1	0
ALDH1L2	67.00209537
ALDH2	1135.084656
ALDH3A1	0
ALDH3A2	391.2964618
ALDH3B1	33.26035363
ALDH3B2	5.674576185
ALDH4A1	100.0485674
ALDH5A1	568.682004
ALDH6A1	530.8183621
ALDH7A1	263.7225143
ALDH8A1	0
ALDH9A1	3535.360433
ALDOA	7960.302934
ALDOB	0
ALDOC	34.49953685
ALG10B	47.76715899
ALG10	47.39958348
ALG11	2.392186194
ALG12	106.6668611
ALG13	2104.591466
ALG14	116.3315587
ALG1L2	0
ALG1L	0
ALG1	33.31939383
ALG2	1542.103567
ALG3	1191.474206
ALG5	391.0661865
ALG6	278.6835859
ALG8	1243.369982
ALG9	312.7876658
ALKBH1	4.215108479
ALKBH2	1719.842899
ALKBH3	30.82428096
ALKBH4	18.3864004
ALKBH5	382.1966157
ALKBH6	315.717824
ALKBH7	384.7409936
ALKBH8	28.08247939
ALK	0
ALLC	0
ALMS1P	15.2599634
ALMS1	1026.518455
ALOX12B	0
ALOX12P2	0
ALOX12	12.81690593
ALOX15B	1.980735387
ALOX15	24.46003702
ALOX5AP	3.217773791
ALOX5	0.1677515618
ALOXE3	0
ALPI	0
ALPK1	19.09772349
ALPK2	0
ALPK3	41.43024662
ALPL	14.18723929
ALPPL2	0
ALPP	0
ALS2CL	1.463806447
ALS2CR11	6.06051544
ALS2CR12	37.45190257
ALS2CR4	147.3784816
ALS2CR8	696.1771373
ALS2	546.3571563
ALX1	0
ALX3	46.81542035
ALX4	1.500935981
AMAC1L2	19.26368681
AMAC1L3	0
AMAC1	0
AMACR	576.1992116
AMBN	0
AMBP	6.261822168
AMBRA1	125.4868156
AMD1	2127.114267
AMDHD1	0
AMDHD2	38.2894315
AMELX	1.267442858
AMELY	28.38789357
AMFR	960.0501184
AMHR2	19.09550177
AMH	11.15404261
AMICA1	56.64881379
AMIGO1	324.6249329
AMIGO2	33.64699618
AMIGO3	101.0779975
AMMECR1L	450.5780328
AMMECR1	84.70509438
AMN1	285.4034459
AMN	0
AMOTL1	523.8776253
AMOTL2	11.772209
AMOT	324.4299551
AMPD1	0.9453262555
AMPD2	62.29744454
AMPD3	266.5890258
AMPH	0
AMTN	94.44935593
AMT	197.3934349
AMY1A	0
AMY2A	0
AMY2B	286.6783286
AMZ1	24.30192063
AMZ2P1	183.5961824
AMZ2	1155.834525
ANAPC10	396.185434
ANAPC11	7585.990662
ANAPC13	171.4344925
ANAPC16	1663.926471
ANAPC1	365.3999017
ANAPC2	65.59730339
ANAPC4	29.11089998
ANAPC5	553.935989
ANAPC7	1613.519262
ANGEL1	199.0646313
ANGEL2	120.4107958
ANGPT1	5.218318793
ANGPT2	234.0239769
ANGPT4	0
ANGPTL1	186.9519042
ANGPTL2	216.3364656
ANGPTL3	1.340000565
ANGPTL4	63.10766413
ANGPTL5	5.438889634
ANGPTL6	37.7247908
ANGPTL7	4.414426631
ANG	118.3584014
ANK1	3.195137876
ANK2	24.82132895
ANK3	1787.203619
ANKAR	107.1569833
ANKDD1A	17.39228068
ANKFN1	0
ANKFY1	209.3917525
ANKHD1-EIF4EBP3	228.6197032
ANKHD1	1226.974199
ANKH	261.6306286
ANKIB1	1144.515835
ANKK1	2.778735943
ANKLE1	14.47621112
ANKLE2	462.3126798
ANKMY1	79.54161623
ANKMY2	7.006784333
ANKRA2	122.4710704
ANKRD10	1016.753135
ANKRD11	461.3038367
ANKRD12	1908.249623
ANKRD13A	396.0016636
ANKRD13B	14.09824513
ANKRD13C	254.9517947
ANKRD13D	211.440851
ANKRD16	120.5495974
ANKRD17	2179.565157
ANKRD19	26.71534527
ANKRD1	0
ANKRD20A3	22.87162488
ANKRD20A4	10.15243153
ANKRD20B	19.86108344
ANKRD22	0
ANKRD23	1.062296412
ANKRD24	19.66710227
ANKRD26P1	0
ANKRD26	387.34578
ANKRD27	701.8314232
ANKRD28	112.2155078
ANKRD29	116.5909784
ANKRD2	0
ANKRD30A	0.7219992868
ANKRD30B	0
ANKRD31	39.67755544
ANKRD32	208.5084721
ANKRD33	0
ANKRD34A	6.074591611
ANKRD34B	608.5820234
ANKRD34C	0
ANKRD35	0
ANKRD36BP1	659.5592183
ANKRD36B	622.6128848
ANKRD36	609.5089256
ANKRD37	369.9466834
ANKRD39	681.6354059
ANKRD40	120.9010732
ANKRD42	200.707732
ANKRD43	7.203782108
ANKRD44	5.422004877
ANKRD45	63.43050362
ANKRD46	182.3680883
ANKRD49	477.5777822
ANKRD50	3409.286635
ANKRD52	592.6848013
ANKRD53	3.031255693
ANKRD54	2.890555594
ANKRD55	0
ANKRD56	162.223044
ANKRD57	780.0257296
ANKRD58	0
ANKRD5	27.77142913
ANKRD6	39.23445613
ANKRD7	0
ANKRD9	132.7703225
ANKS1A	2857.338639
ANKS1B	77.4176141
ANKS3	55.76218346
ANKS4B	6.960216192
ANKS6	371.7361957
ANKZF1	658.5843336
ANLN	103.4160882
ANO10	369.0931312
ANO1	16.27509538
ANO2	2.618692017
ANO3	0
ANO4	1.759275732
ANO5	0
ANO6	226.5731376
ANO7	8.218323463
ANO8	46.76123199
ANO9	0.1128512263
ANP32A	10169.9315
ANP32B	5369.025204
ANP32C	130.8111669
ANP32D	20.75101731
ANP32E	1354.608997
ANPEP	1.403996584
ANTXR1	618.2372845
ANTXR2	2279.700164
ANTXRL	0
ANUBL1	7.139254507
ANXA10	6.471436922
ANXA11	174.7885728
ANXA13	0
ANXA1	458.6800876
ANXA2P1	8.805271206
ANXA2P2	503.0356831
ANXA2P3	4.279573079
ANXA2	48.17729791
ANXA3	984.8503838
ANXA4	669.3943961
ANXA5	2894.330838
ANXA6	78.62664263
ANXA7	3582.393357
ANXA8L1	0
ANXA8L2	1.760604609
ANXA8	0
ANXA9	26.28490924
AOAH	29.3220234
AOC2	74.45537288
AOC3	89.934789
AOX1	0.6575597865
AOX2P	0
AP1AR	515.7543493
AP1B1	324.6204866
AP1G1	606.0610619
AP1G2	376.7264366
AP1M1	62.88560183
AP1M2	530.4503434
AP1S1	49.99086048
AP1S2	73.54583306
AP1S3	43.02997166
AP2A1	29.61484163
AP2A2	188.812125
AP2B1	756.9547341
AP2M1	1500.168582
AP2S1	3075.065581
AP3B1	414.252182
AP3B2	0
AP3D1	1188.822356
AP3M1	1174.651134
AP3M2	548.9795959
AP3S1	206.5537041
AP3S2	253.6470414
AP4B1	753.7294201
AP4E1	170.90858
AP4M1	14.79006322
AP4S1	76.38451843
APAF1	253.6315383
APBA1	53.22419457
APBA2	5.0852054
APBA3	66.55799289
APBB1IP	4.373707865
APBB1	133.980481
APBB2	156.3089455
APBB3	147.482527
APC2	0.01991164681
APCDD1L	9.837991969
APCDD1	2456.41345
APCS	0
APC	188.8075032
APEH	731.3231035
APEX1	8520.286473
APEX2	255.0522277
APH1A	106.0005877
APH1B	178.7157325
API5	1331.606613
APIP	436.4149315
APITD1	49.35884291
APLF	3.582933215
APLNR	212.9157989
APLN	235.0649366
APLP1	0
APLP2	17303.04136
APOA1BP	2892.398268
APOA1	4.274145089
APOA2	0
APOA4	1.793802198
APOA5	0
APOB48R	10.89643698
APOBEC1	0
APOBEC2	1.635095022
APOBEC3A	0
APOBEC3B	162.794974
APOBEC3C	24.70849069
APOBEC3D	13.45369656
APOBEC3F	1.299584573
APOBEC3G	12.74333422
APOBEC3H	0
APOBEC4	0
APOB	0
APOC1P1	0
APOC1	31.48797616
APOC2	28.35098072
APOC3	0
APOC4	0
APOD	827.6787068
APOE	144.4720976
APOF	6.647766072
APOH	0
APOL1	12.12599404
APOL2	16.19919529
APOL3	7.318319839
APOL4	222.2455655
APOL5	0
APOL6	77.35902314
APOLD1	8.05745342
APOM	1.998358437
APOOL	114.6765537
APOO	2198.596544
APPBP2	403.2065608
APPL1	512.4120527
APPL2	4223.860208
APP	270.234835
APRT	669.8907553
APTX	1585.252943
AQP10	0
AQP11	148.6814479
AQP12A	0
AQP12B	0
AQP1	1367.197568
AQP2	0
AQP3	5399.352922
AQP4	1.866673867
AQP5	0
AQP6	0
AQP7P1	17.03646629
AQP7P3	0
AQP7	0
AQP8	6.454833238
AQP9	0
AQPEP	1.325874447
AQR	1419.974224
ARAF	2433.177434
ARAP1	33.52480637
ARAP2	3.05877658
ARAP3	40.72105646
ARCN1	4841.601326
ARC	0.6634393728
AREG	0.0672479099
ARF1	6416.653316
ARF3	3566.215043
ARF4	5576.818062
ARF5	1662.078602
ARF6	1400.091523
ARFGAP1	228.0700754
ARFGAP2	63.22095068
ARFGAP3	1659.134281
ARFGEF1	1104.335784
ARFGEF2	1224.717334
ARFIP1	354.7510057
ARFIP2	518.3378591
ARFRP1	1.989701918
ARG1	7.093176159
ARG2	5632.566561
ARGFXP2	92.55264729
ARGFX	0
ARGLU1	1162.930527
ARHGAP10	19.48842352
ARHGAP11A	1033.390077
ARHGAP11B	482.3363555
ARHGAP12	1797.215254
ARHGAP15	15.08832633
ARHGAP17	192.2656753
ARHGAP18	61.56730343
ARHGAP19	285.4204576
ARHGAP1	1589.875556
ARHGAP20	13.72719929
ARHGAP21	1230.607437
ARHGAP22	0
ARHGAP23	14.59397583
ARHGAP24	375.3961724
ARHGAP25	58.24052289
ARHGAP26	98.99514288
ARHGAP27	2.068380157
ARHGAP28	271.6309381
ARHGAP29	308.9082447
ARHGAP30	271.6145274
ARHGAP31	35.87585523
ARHGAP32	107.5270698
ARHGAP33	37.81687388
ARHGAP36	0
ARHGAP39	424.0743812
ARHGAP42	46.27162648
ARHGAP4	140.7705099
ARHGAP5	1288.805448
ARHGAP6	3442.125846
ARHGAP8	811.7664707
ARHGAP9	25.35732028
ARHGDIA	6826.71554
ARHGDIB	2239.716864
ARHGDIG	0
ARHGEF10L	92.52411561
ARHGEF10	152.6118542
ARHGEF11	535.9270731
ARHGEF12	623.7193423
ARHGEF15	6.016126437
ARHGEF16	34.42623018
ARHGEF17	59.9269094
ARHGEF18	51.99404956
ARHGEF19	111.6743136
ARHGEF1	537.7140551
ARHGEF2	78.29416817
ARHGEF33	10.93106543
ARHGEF35	1303.6212
ARHGEF37	732.5932928
ARHGEF38	122.9252716
ARHGEF3	1140.263296
ARHGEF4	11.47883396
ARHGEF5	1439.099304
ARHGEF6	310.7188623
ARHGEF7	171.4615239
ARHGEF9	656.0727393
ARID1A	2798.085998
ARID1B	359.3144641
ARID2	233.0811459
ARID3A	67.9476603
ARID3B	33.8286952
ARID3C	0
ARID4A	220.9549413
ARID4B	1174.676519
ARID5A	61.76873009
ARID5B	3577.136137
ARIH1	249.6694158
ARIH2	337.8529668
ARL10	4.293902408
ARL11	2.665345778
ARL13A	5.675521621
ARL13B	84.09210778
ARL14	0
ARL15	88.55041555
ARL16	309.2907353
ARL17A	979.3697685
ARL17B	27.67054852
ARL1	1320.30017
ARL2BP	384.4512653
ARL2	2756.414747
ARL3	285.1173114
ARL4A	182.3563843
ARL4C	9.916086951
ARL4D	0
ARL5A	96.56902781
ARL5B	207.7834688
ARL5C	0
ARL6IP1	2766.862715
ARL6IP4	1135.486563
ARL6IP5	226.5711888
ARL6IP6	357.2935856
ARL6	24.35204359
ARL8A	249.4851596
ARL8B	1263.196719
ARL9	2.451225914
ARMC10	1070.571893
ARMC1	1708.565787
ARMC2	15.15396346
ARMC3	7.5573022
ARMC4	60.48022655
ARMC5	43.38393436
ARMC6	35.42479304
ARMC7	341.3143045
ARMC8	285.2622673
ARMC9	176.9915573
ARMCX1	19.58445717
ARMCX2	17.12099821
ARMCX3	2178.161025
ARMCX5	395.5821507
ARMCX6	1367.861046
ARMS2	0
ARNT2	93.94190182
ARNTL2	3.378525766
ARNTL	26.46334668
ARNT	1145.257134
ARPC1A	497.7870995
ARPC1B	94.61549801
ARPC2	3204.556274
ARPC3	1309.398188
ARPC4	4249.596063
ARPC5L	1806.792181
ARPC5	1251.307145
ARPM1	10.42567244
ARPP19	209.9227622
ARPP21	0
ARR3	0
ARRB1	104.8649617
ARRB2	345.7961956
ARRDC1	52.76175688
ARRDC2	26.8262052
ARRDC3	227.1828611
ARRDC4	148.191957
ARRDC5	5.226922369
ARSA	157.4283193
ARSB	60.41566232
ARSD	1264.589482
ARSE	0
ARSF	0
ARSG	68.75271261
ARSH	0
ARSI	0
ARSJ	11.79566821
ARSK	326.3711764
ART1	0
ART3	2.727912673
ART4	20.00233735
ART5	0
ARTN	95.51618492
ARV1	1195.226197
ARVCF	480.818987
ARX	1.918523284
AR	32916.80759
AS3MT	126.8043091
ASAH1	226.1996698
ASAH2B	5.25447185
ASAH2	77.09696035
ASAM	13.93200669
ASAP1IT1	66.08253882
ASAP1	24.39735973
ASAP2	420.8991998
ASAP3	411.4179326
ASB10	0
ASB11	0
ASB12	0
ASB13	76.40895957
ASB14	9.497471578
ASB15	0
ASB16	19.11038685
ASB17	0
ASB18	0
ASB1	119.9468277
ASB2	0
ASB3	185.5368824
ASB4	0
ASB5	0
ASB6	240.3951631
ASB7	310.6942475
ASB8	705.3345179
ASB9	14.44174073
ASCC1	95.84616754
ASCC2	272.8426193
ASCC3	867.7354019
ASCL1	3.500303989
ASCL2	0
ASCL3	0
ASCL4	0
ASF1A	896.005129
ASF1B	490.2939051
ASFMR1	19.83079314
ASGR1	1.684309524
ASGR2	0
ASH1L	1843.756737
ASH2L	3949.551823
ASIP	1.94660358
ASL	245.9597955
ASMTL	1039.356279
ASMT	15.67499196
ASNA1	119.6152354
ASNSD1	4.574357094
ASNS	1095.83326
ASPA	0
ASPDH	0
ASPG	1.219158278
ASPHD1	0
ASPHD2	0.5696564968
ASPH	1456.617966
ASPM	2.021093623
ASPN	88.16155401
ASPRV1	4.054412129
ASPSCR1	528.5406889
ASRGL1	485.501776
ASS1	15.598953
ASTE1	153.3833719
ASTL	0
ASTN1	0
ASTN2	501.0056899
ASXL1	846.4183053
ASXL2	426.7510132
ASXL3	0
ASZ1	0
ATAD1	26.18772475
ATAD2B	243.0728359
ATAD2	3825.17523
ATAD3A	181.0884412
ATAD3B	6.538256772
ATAD3C	3.74806314
ATAD5	24.0649459
ATCAY	1.306782539
ATE1	74.04522857
ATF1	9.712419818
ATF2	366.3032566
ATF3	71.79999382
ATF4	5065.56452
ATF5	96.25781099
ATF6B	1916.235922
ATF6	2446.39404
ATF7IP2	30.86792728
ATF7IP	87.37070721
ATF7	613.8339005
ATG10	676.2167484
ATG12	147.36671
ATG16L1	891.8913003
ATG16L2	0.9958917197
ATG2A	190.2201123
ATG2B	418.6204013
ATG3	2402.89874
ATG4A	375.2743743
ATG4B	740.9667991
ATG4C	156.7237588
ATG4D	656.7604088
ATG5	82.50218547
ATG7	1.955047824
ATG9A	320.8758453
ATG9B	9.026600086
ATHL1	16.39979891
ATIC	4151.474326
ATL1	214.0115517
ATL2	1099.108928
ATL3	1249.956907
ATMIN	567.6252186
ATM	802.713256
ATN1	872.2332893
ATOH1	0
ATOH7	1.962585244
ATOH8	1.000437836
ATOX1	2175.013928
ATP10A	2.147128045
ATP10B	0
ATP10D	85.8076111
ATP11A	255.1645345
ATP11B	1229.269363
ATP11C	85.12607409
ATP12A	0
ATP13A1	778.7947846
ATP13A2	320.1650823
ATP13A3	322.8160194
ATP13A4	0
ATP13A5	0
ATP1A1	24284.01688
ATP1A2	61.25497043
ATP1A3	0.5192272062
ATP1A4	0
ATP1B1	4160.59232
ATP1B2	66.49774232
ATP1B3	298.0271576
ATP1B4	0
ATP2A1	1.152334345
ATP2A2	2455.427993
ATP2A3	12.02121843
ATP2B1	952.5256288
ATP2B2	0
ATP2B3	0
ATP2B4	23.64021186
ATP2C1	2327.094703
ATP2C2	28.28443136
ATP4A	0
ATP4B	0
ATP5A1	4247.21407
ATP5B	9476.334094
ATP5C1	7349.583951
ATP5D	4234.426702
ATP5EP2	631.027424
ATP5E	18094.53981
ATP5F1	3591.396159
ATP5G1	529.8603545
ATP5G2	2854.834062
ATP5G3	1434.085614
ATP5H	358.2875854
ATP5I	10447.84171
ATP5J2	1018.775272
ATP5J	10033.08287
ATP5L2	79.35092196
ATP5L	4679.268297
ATP5O	2657.873924
ATP5SL	182.3944956
ATP5S	506.8713996
ATP6AP1L	230.5901917
ATP6AP1	4471.535905
ATP6AP2	2285.90256
ATP6V0A1	936.4376587
ATP6V0A2	611.8788586
ATP6V0A4	15.99365998
